paragraphs,question,answer
"[{'idx': 0, 'title': 'John von Neumann', 'paragraph_text': 'Tên của von Neumann được dùng trong kiến trúc von Neumann được dùng trong hầu hết các loại máy tính, bởi vì các tác phẩm của ông về khái niệm này; mặc dù nhiều người cảm thấy cách đặt tên này đã bỏ qua các đóng góp của J. Presper Eckert và John William Mauchly cũng làm việc với các khái niệm đó trong công trình về máy ENIAC. Hầu hết các máy tính tại nhà, microcomputer, minicomputer và máy tính mainframe đều là máy tính von Neumann. Ông cũng là người sáng lập ra ngành cellular automata mà không cần dùng đến máy tính, xây dựng những ví dụ đầu tiên của automata có khả năng tự nhân đôi chỉ bằng bút chì và giấy vẽ. Khái niệm về một máy xây dựng tổng quát được trích ra từ cuốn Theory of Self Reproducing Automata (Lý thuyết Automata tự sinh sản) xuất bản sau khi ông qua đời. Thuật ngữ ""máy von Neumann"" cũng được dùng để chỉ về những loại máy móc có thể tự nhân đôi. Von Neumann chứng minh rằng cách hiệu quả nhất cho các vụ khai mỏ cực lớn như khai mỏ toàn bộ Mặt Trăng hay vanh đai tiểu hành tinh (asteroid belt) có thể đạt được bằng các máy móc tự nhân đôi được, để dựa vào sự phát triển theo hàm mũ của những cơ chế như vậy.', 'is_supporting': False}]",Những loại máy tính nào là máy tính Neumann?,"'các máy tính tại nhà, microcomputer, minicomputer và máy tính mainframe'"
"[{'idx': 0, 'title': 'Phạm Văn Đồng', 'paragraph_text': 'Điều chủ yếu phải nhấn mạnh theo tinh thần trên là nhiều người có chức, có quyền trong hệ thống tổ chức của Đảng, Nhà nước, các đoàn thể quần chúng hư hỏng quá, thoái hóa biến chất, chạy theo chức quyền, tiền và danh lợi, những người ấy đang làm cho một bộ phận không nhỏ trong nhân dân ta ngày càng giảm lòng tin vào Đảng ta, đưa đến tình hình nguy kịch, không thể coi thường, là sự hội nhập của ""bốn nguy cơ"" tác động lẫn nhau và phá ta, có thể đưa đến sự mất còn của chế độ và sự nghiệp cách mạng của chúng ta.', 'is_supporting': False}]",Tại sao nhân dân lại mất hoàn toàn lòng tin vào Đảng?,"'nhiều người có chức, có quyền trong hệ thống tổ chức của Đảng, Nhà nước, các đoàn thể quần chúng hư hỏng quá, thoái hóa biến chất, chạy theo chức quyền, tiền và danh lợi'"
"[{'idx': 0, 'title': 'Chiến tranh Triều Tiên', 'paragraph_text': 'Vào năm 1950, quân đội Bắc Triều Tiên được trang bị với những vũ khí Xô Viết tuy đã lỗi thời nhưng nó vẫn có lợi thế vượt trội hơn nhiều so với lực lượng Nam Triều Tiên về mọi mặt. Ngày 30 tháng 1 năm 1950, Stalin, qua điện báo, thông báo cho Kim Nhật Thành hay rằng ông sẵn lòng giúp Kim Nhật Thành trong kế hoạch thống nhất Triều Tiên. Trong những cuộc thảo luận theo sau đó với Kim Nhật Thành, Stalin đề nghị: ông muốn lãnh đạo cuộc chiến và nói rằng một năm tối thiểu 25 ngàn tấn hàng viện trợ có lẽ sẽ giúp ích cho Bắc Triều Tiên chiến thắng. Sau những lần viếng thăm Moskva của Kim Nhật Thành trong tháng ba và tháng 4 năm 1950, Stalin chấp thuận một cuộc tấn công.', 'is_supporting': False}]",Chính sách nào của Stalin được Kim Nhật Thành ủng hộ?,'thống nhất Triều Tiên'
"[{'idx': 0, 'title': 'Bắc Kinh', 'paragraph_text': 'Kể từ ngày 1 tháng 1 năm 2013, khách du lịch từ 45 quốc gia được phép ở lại Bắc Kinh trong vòng 72 giờ. 45 quốc gia bao gồm Singapore, Nhật Bản, Hoa Kỳ, Canada, tất cả các nước EU và EEA (trừ Na Uy và Liechtenstein), Thụy Sĩ, Brazil, Argentina và Úc. Chương trình này có lợi cho người đi lại và đi công tác với 72 giờ được tính bắt đầu từ khi khách hàng nhận được giấy phép cư trú quá cảnh của họ thay vì thời gian đến máy bay của họ. Khách du lịch nước ngoài không được rời khỏi Bắc Kinh để đến các thành phố khác của Trung Quốc trong suốt 72 giờ.', 'is_supporting': False}]",Người của bao nhiêu nước có thể ở lại Na Uy 72 giờ kể từ ngày 1 tháng 1 năm 2013?,'45 quốc gia'
"[{'idx': 0, 'title': 'Đế quốc Ottoman', 'paragraph_text': 'Thời đại Tulip, được đặt tên vì tình yêu của Sultan Ahmed III (1703-1730) với hoa tulip và được dùng như biểu tượng của triều đại thanh bình của ông. Trong giai đoạn này, chính sách của đế chế với châu Âu có sự thay đổi. Sau khi quân Nga đánh thắng quân Thụy Điển trong trận Poltava vào năm 1709, vua Thụy Điển là Karl XII có lúc đã trốn sang xin người Thổ Nhĩ Kỳ cho tị nạn. Đất nước thanh bình từ năm 1718 đến 1730, sau khi Quân đội Thổ Ottoman đập tan tác quân Nga trong trận đánh tại sông Pruth năm 1712, Vương công Eugène xứ Savoie kéo quân Áo đánh chiếm thành phố Beograd, và Hiệp định Passarowits được ký kết sau đó mang đến một giai đoạn đình chiến. Sau đó, Đế quốc Ottoman cũng cải thiện hệ thống thành lũy ở các thành phố tiếp giáp các nước Balkan, để bảo vệ đất nước chống lại chủ nghĩa bành trướng của châu Âu. Một số cải cách không dứt khoát cũng được tiến hành: giảm thuế; cải thiện hình ảnh của các bang Ottoman; hình thái đầu tiên của đầu tư tư nhân và doanh nghiệp tư nhân xuất hiện.', 'is_supporting': False}]",Thời đại được đặt tên dựa trên nhân vật nào?,'Sultan Ahmed III'
"[{'idx': 0, 'title': 'Tổ chức xã hội', 'paragraph_text': 'Khái niệm tổ chức xã hội được dùng với nhiều nghĩa khác nhau trong các ngành khoa học khác nhau và trong tư duy đời thường. Tổ chức xã hội có thể được hiểu hoặc là một thành tố của cơ cấu xã hội, hoặc là một dạng hoạt động, hay là mức độ trật tự nội tại, sự hài hòa giữa các thành phần của một chỉnh thể. Khái niệm tổ chức xã hội được xem như là một thành tố của cơ cấu xã hội; với ý nghĩa này, tổ chức xã hội chính là một hệ thống các quan hệ, tập hợp liên kết cá nhân nào đó để đạt được một mục đích nhất định. Như vậy, định nghĩa này nhấn mạnh đến hệ thống các quan hệ liên kết cá nhân chứ không phải chính tập hợp cá nhân trong các tổ chức và các quan hệ ở đây là các quan hệ xã hội. Nếu như giữa tập hợp các cá nhân không có những quan hệ xã hội thì họ chưa thể được coi là thành viên của một tổ chức xã hội nào đó. Những quan hệ này sẽ liên kết các cá nhân vào một nhóm để họ cùng thực hiện một hoạt động chung nào đó nhằm đạt được những lợi ích nhất định.', 'is_supporting': False}]",Khoa học xã hội có thể được định nghĩa như thế nào?,"'một thành tố của cơ cấu xã hội, hoặc là một dạng hoạt động, hay là mức độ trật tự nội tại, sự hài hòa giữa các thành phần của một chỉnh thể'"
"[{'idx': 0, 'title': 'George Washington', 'paragraph_text': 'Washington nhận lại chức vụ tư lệnh Lục quân Lục địa tại chiến trường Cambridge, Massachusetts vào tháng 7 năm 1775 trong lúc cuộc bao vây thành phố Boston đang tiếp diễn. Nhận thấy quân của mình thiếu hụt thuốc súng trầm trọng nên Washington yêu cầu xin thêm nguồn tiếp tế mới. Quân Mỹ đột kích những kho thuốc súng của Anh trong đó có một số kho nằm trong vùng Caribbe, và cũng họ tự tìm cách sản xuất ra một số. Quân Mỹ nhận nguồn tiếp tế gần như vừa đủ (khoảng 2,5 triệu cân Anh) vào cuối năm 1776, phần lớn là từ Pháp. Washington tái tổ chức lục quân trong suốt cuộc bao vây kéo dài, và buộc quân Anh rút lui bằng pháo binh đặt trên điểm cao Dorchester Heights nhìn xuống thành phố. Quân Anh rút chạy khỏi Boston vào tháng 3 năm 1776 và Washington di chuyển quân đến Thành phố New York.', 'is_supporting': False}]",Quân Mỹ nhận nguồn tiếp tế quân lính từ đâu?,"'Quân Mỹ nhận nguồn tiếp tế gần như vừa đủ (khoảng 2,5 triệu cân Anh) vào cuối năm 1776, phần lớn là từ Pháp'"
"[{'idx': 0, 'title': 'Albert Einstein', 'paragraph_text': 'Tiếp theo nghiên cứu của ông về thuyết tương đối tổng quát, Einstein bắt tay vào chuỗi những cố gắng để tổng quát hóa lý thuyết hình học của ông về hấp dẫn, cho phép kết hợp được với tương tác điện từ. Năm 1950, ông miêu tả ""thuyết trường thống nhất"" của ông trong tạp chí Scientific American với tiêu đề ""Về lý thuyết tổng quát của hấp dẫn"". Mặc dù ông tiếp tục được ca ngợi cho các công trình của ông, Einstein đã dần dần bị đơn độc trong con đường nghiên cứu thuyết thống nhất này, và những nỗ lực của ông đã hoàn toàn bị thất bại.', 'is_supporting': False}]",Einstein đã lấy tiêu đề gì cho thuyết lượng tử trong tạp chí Scientific American?,'Về lý thuyết tổng quát của hấp dẫn'
"[{'idx': 0, 'title': 'Chiến tranh Đông Dương', 'paragraph_text': 'Chiến sự ác liệt nhất diễn ra tại Hà Nội. Tại đây, quân Pháp phải chiến đấu giành giật từng con phố và phải chịu thương vong lớn, khoảng 100 lính Pháp được coi là bị giết, 45 công dân châu Âu thiệt mạng, 200 người mất tích Trong một hoàn cảnh chiến đấu vô cùng khó khăn và chênh lệch về vũ khí, sau 57 ngày đêm chiến đấu ngoan cường trong lòng thành phố, đến đêm 17 tháng 2 năm 1947 Trung đoàn Thủ Đô mới rút ra khỏi nội thành. Theo lời kêu gọi của Hồ Chí Minh, đa số nhân dân Hà Nội và vùng ven cũng như các vùng chiến sự cũng đã bỏ thành phố vượt sông Hồng tản cư về vùng do Việt Nam Dân chủ Cộng hòa kiểm soát, tạo thế vườn không nhà trống, đồng thời tiêu thổ kháng chiến phá hủy cơ sở hạ tầng không cho Pháp sử dụng.', 'is_supporting': False}]",Pháp sử dụng chiến thuật nào để đánh quân Hồ Chí Minh?,"'vườn không nhà trống, đồng thời tiêu thổ kháng chiến phá hủy cơ sở hạ tầng không cho Pháp sử dụng'"
"[{'idx': 0, 'title': 'Dãy núi Rocky', 'paragraph_text': 'Thay vào đó, các nhà sinh thái học chia dãy núi Rocky thành một số đới sinh học. Mỗi đới được xác định nếu chúng có thể hỗ trợ cho các loại cây thân gỗ, và sự có mặt của một hoặc nhiều loài cây chỉ thị. Hai đới không hỗ trợ sự sống của cây thân gỗ là các đồng cỏ và Alpine tundra. Đại Bình nguyên Bắc Mỹ nằm ở phía đông của dãy Rocky, và đặc trưng bởi các đồng cỏ lớn (ở độ cao dưới 1.800 foot (550 m)). Alpine tundra phân bố ở những khu vực cao hơn đường ranh cây thân gỗ ở dãy núi Rocky dao động từ 12.000 foot (3.700 m) ở New Mexico đến 2.500 foot (760 m) ở đầu tân cùng phía bắc của dãy Rocky (gần Yukon).', 'is_supporting': False}]",Ở các thảo nguyên khác có hỗ trợ sự sống của cây các thân gỗ không?,'không'
"[{'idx': 0, 'title': 'Vườn quốc gia Phong Nha - Kẻ Bàng', 'paragraph_text': 'Tên gọi vườn quốc gia này ghép từ hai thành phần: tên động Phong Nha và tên khu vực rừng núi đá vôi Kẻ Bàng. Động Phong Nha trước đây thường được xem là động lớn và đẹp nhất trong quần thể hang động này. Có ý kiến giải thích cho rằng nguồn gốc tên gọi Phong Nha có nghĩa là gió (chữ Hán: 風 phong) răng (chữ Hán: 牙 nha) (gió thổi từ trong động, nhũ đá tua tủa như hàm răng); nhưng ý kiến khác lại cho rằng Phong Nha có nghĩa là tên ngôi làng gần đấy chứ không có nghĩa là gió và răng như vẫn thường được giải thích. Theo Lê Quý Đôn thì Phong Nha là tên một làng miền núi ngày xưa (nay là thôn Phong Nha, xã Sơn Trạch, huyện Bố Trạch). Có ý kiến khác lại cho rằng tên gọi Phong Nha không phải xuất phát từ ý nghĩa răng và gió, mà từ hình ảnh những ngọn núi nằm thành từng dãy đều đặn như hình ảnh các quan đứng thành hàng trên sân chầu hay ở quan thự, người ta đã lấy chữ Phong Nha theo chữ Hán (chữ 峰 phong nghĩa là đỉnh núi, 衙 nha có nghĩa là quan lại) để đặt tên cho động Phong Nha.', 'is_supporting': False}]",Ý kiến giải thích thông thái cho rằng chữ Phong trong tên gọi Phong Nha có nghĩa là gì?,'gió'
"[{'idx': 0, 'title': 'Thành phố Hồ Chí Minh', 'paragraph_text': 'Nằm trong vùng nhiệt đới xavan, cũng như một số tỉnh Nam bộ khác Thành phố Hồ Chí Minh không có bốn mùa: xuân, hạ, thu, đông, nhiệt độ cao đều và mưa quanh năm (mùa khô ít mưa). Trong năm Thành phố Hồ Chí Minh có 2 mùa là biến thể của mùa hè: mùa mưa – khô rõ rệt. Mùa mưa được bắt đầu từ tháng 5 tới tháng 11 (khí hậu nóng ẩm, nhiệt độ cao mưa nhiều), còn mùa khô từ tháng 12 tới tháng 4 năm sau (khí hậu khô, nhiệt độ cao và mưa ít). Trung bình, Thành phố Hồ Chí Minh có 160 tới 270 giờ nắng một tháng, nhiệt độ trung bình 27 °C, cao nhất lên tới 40 °C, thấp nhất xuống 13,8 °C. Hàng năm, thành phố có 330 ngày nhiệt độ trung bình 25 tới 28 °C. Lượng mưa trung bình của thành phố đạt 1.949 mm/năm, trong đó năm 1908 đạt cao nhất 2.718 mm, thấp nhất xuống 1.392 mm vào năm 1958. Một năm, ở thành phố có trung bình 159 ngày mưa, tập trung nhiều nhất vào các tháng từ 5 tới 11, chiếm khoảng 90%, đặc biệt hai tháng 6 và 9. Trên phạm vi không gian thành phố, lượng mưa phân bố không đều, khuynh hướng tăng theo trục Tây Nam – Ðông Bắc. Các quận nội thành và các huyện phía bắc có lượng mưa cao hơn khu vực còn lại.', 'is_supporting': False}]",Khí hậu thành phố Đà Lạt có đặc điểm như thế nào?,'nhiệt độ cao đều và mưa quanh năm (mùa khô ít mưa)'
"[{'idx': 0, 'title': 'Đồng Tháp', 'paragraph_text': 'Ngày 12 tháng 9 năm 1947, theo chỉ thị số 50/CT của Ủy ban kháng chiến hành chính Nam Bộ (chính quyền Việt Nam Dân chủ Cộng hòa), lúc bấy giờ có sự thay đổi sắp xếp hành chính của tỉnh Châu Đốc và tỉnh Long Xuyên, thành lập các tỉnh mới có tên là Long Châu Tiền và Long Châu Hậu. Theo đó, tỉnh Long Châu Tiền nằm ở phía bờ trái (tả ngạn) sông Hậu, hai bên sông Tiền, thuộc khu 8 và có 5 huyện: Tân Châu, Hồng Ngự, Chợ Mới, Châu Phú B và Lấp Vò. Ngày 14 tháng 5 năm 1949, huyện Lấp Vò được trả về tỉnh Sa Đéc. Cũng trong năm đó, huyện Tân Châu của tỉnh Long Châu Tiền chia thành 2 huyện mới là Phú Châu và Tân Châu.', 'is_supporting': False}]",Hai tỉnh mới nào đã được sáp nhập theo chỉ thị số 50/CT?,'Long Châu Tiền và Long Châu Hậu'
"[{'idx': 0, 'title': 'Thực vật có hoa', 'paragraph_text': 'Tính chất đặc trưng của thực vật hạt kín là hoa, trong đó có sự dao động đáng kể về hình dáng và sự hình thành. Nó đưa ra các đặc trưng đáng tin cậy nhất để thiết lập quan hệ giữa các loài thực vật hạt kín. Chức năng của hoa là đảm bảo cho sự thụ phấn của noãn và phát triển của quả chứa các hạt. Hoa có thể sinh ra ở đầu ngọn hay ở nách lá. Thỉnh thoảng, chẳng hạn như ở hoa vi ô let, hoa mọc ra ở nách của lá. Tuy nhiên, thông dụng hơn thì các phần mang hoa của thực vật về hình dạng là phân biệt rõ nét với các phần sinh dưỡng hay phần mang lá, cũng như tạo ra hệ thống nhánh phức tạp nhiều hay ít, được gọi là cụm hoa.', 'is_supporting': False}]",Đặc trưng của thực vật có hoa là gì?,'hoa'
"[{'idx': 0, 'title': 'Cuba', 'paragraph_text': 'Văn học Cuba đã bắt đầu có tiếng vang từ đầu thế kỷ XIX. Chủ đề chủ chốt của thời kỳ ấy là độc lập và tự do đã được thể hiện qua các tác phẩm của José Martí, người lãnh đạo phong trào Hiện đại trong văn học Cuba. Các tác gia như Nicolás Guillén và Jose Z. Tallet coi văn học là phương tiện phản kháng xã hội. Các bài thơ và những cuốn tiểu thuyết của José Lezama Lima cũng để lại nhiều ảnh hưởng. Các tác gia như Reinaldo Arenas, Guillermo Cabrera Infante, Pedro Juan Gutiérrez, Leonardo Padura Fuentes, và Ronaldo Menedez đã nhận được sự công nhận của thế giới trong thời kỳ hậu cách mạng, dù nhiều tác gia buộc phải rời bỏ đất nước vì sự kiểm soát hệ tư tưởng truyền thông của các cơ quan quyền lực Cuba.', 'is_supporting': False}]",Vì sao các tác gia của thế giới dù được công nhận bởi Cuba nhưng nhiều người vẫn rời bỏ Cuba?,'vì sự kiểm soát hệ tư tưởng truyền thông của các cơ quan quyền lực Cuba'
"[{'idx': 0, 'title': 'Bảo tồn sinh học', 'paragraph_text': 'Đến năm 1992 hầu hết các nước trên Thế giới đã cam kết với việc bảo tồn sinh học trong Công ước về đa dạng sinh học, sau đó nhiều nước đã thực hiện chương trình bảo tồn đa dạng sinh học để bảo tồn các loài, các hệ sinh thái trong khu vực, các tổ chức được thành lập và ngày càng cho thấy sự chuyên nghiệp. Từ năm 2000 đã có sự tập trung hơn trong bảo tồn cảnh quan, không còn tập trung chủ yếu vào một loài hay một môi trường mà mở rộng ra theo quy mô hệ sinh thái, và vẫn tập trung bảo tồn các loài có nguy cơ tuyệt chủng cao. Sinh thái học đã làm rõ các hoạt động và mối liên quan trong sinh quyển, các mối quan hệ phức tạp giữa con người cũng như với loài khác và môi trường xung quanh. Dân số con người phát triển kéo theo sự phát triển nông nghiệp, công nghiệp, và sau đó là ô nhiễm, đã chứng minh về việc mối quan hệ sinh thái có thể bị gián đoạn.', 'is_supporting': False}]",Hoạt động nào là nguyên nhân chính gây ra biến đổi môi trường?,"'Dân số con người phát triển kéo theo sự phát triển nông nghiệp, công nghiệp, và sau đó là ô nhiễm'"
"[{'idx': 0, 'title': 'Thực vật có hoa', 'paragraph_text': 'Các chứng cứ đầu tiên về sự xuất hiện của thực vật hạt kín được tìm thấy trong các mẫu hóa thạch có niên đại khoảng 140 triệu năm trước, trong thời kỳ của kỷ Jura (203-135 triệu năm trước). Dựa trên các chứng cứ hiện tại, dường như là các tổ tiên của thực vật hạt kín và ngành Dây gắm (Gnetophyta) đã tách ra khỏi nhau vào cuối kỷ Trias (220-202 triệu năm trước). Các thực vật hóa thạch với một số đặc trưng có thể xác định thuộc về thực vật hạt kín xuất hiện trong kỷ Jura và đầu kỷ Phấn trắng (kỷ Creta) (135-65 triệu năm trước), nhưng chỉ có dưới một số rất ít hình thái thô sơ. Hóa thạch sớm nhất của thực vật hạt kín, Archaefructus liaoningensis, có niên đại khoảng 125 triệu năm trước. Phấn hoa, được coi là liên quan trực tiếp tới sự phát triển của hoa, được tìm thấy trong hóa thạch có lẽ cổ tới 130 triệu năm. Sự bùng nổ mạnh của thực vật hạt kín (khi có sự đa dạng lớn của thực vật hạt kín trong các mẫu hóa thạch) đã diễn ra vào giữa kỷ Phấn trắng (khoảng 100 triệu năm trước). Tuy nhiên, một nghiên cứu trong năm 2007 đã ước tính sự phân chia của 5 trong số 8 nhóm gần đây nhất (chi Ceratophyllum, họ Chloranthaceae, thực vật hai lá mầm thật sự, magnoliids, thực vật một lá mầm) đã xảy ra khoảng 140 triệu năm trước. Vào cuối kỷ Phấn trắng, thực vật hạt kín dường như đã trở thành nhóm thống trị trong số thực vật trên đất liền, và nhiều thực vật hóa thạch có thể nhận ra được là thuộc về các họ ngày nay (bao gồm dẻ gai, sồi, thích, mộc lan) đã xuất hiện.', 'is_supporting': False}]",Vào kỷ Jura thì thực vật hạt kín đã tách khỏi ngành thực vật nào?,'Dây gắm'
"[{'idx': 0, 'title': 'Mặt trận Dân tộc Giải phóng miền Nam Việt Nam', 'paragraph_text': 'Từ ngày 6 đến 8 tháng 6 năm 1969, Mặt trận Dân tộc Giải phóng miền Nam là nòng cốt, cùng với Liên minh các Lực lượng Dân tộc, Dân chủ và Hòa bình Việt Nam do Trịnh Đình Thảo làm chủ tịch, đã lập ra Chính phủ Cách mạng Lâm thời Cộng hòa miền Nam Việt Nam để đối chọi với chính phủ Việt Nam Cộng Hòa. Chính phủ cách mạng lâm thời do kiến trúc sư Huỳnh Tấn Phát làm chủ tịch, và Hội đồng cố vấn Chính phủ do luật sư Nguyễn Hữu Thọ làm chủ tịch. Hội đồng làm việc với Chính phủ theo cơ chế hiệp thương, song thực ra có quyền hơn. Chính phủ thực hiện các chức năng hành chính nhà nước bao gồm đại diện và quản lý hành chính lãnh thổ. Ngay sau khi thành lập, Việt Nam Dân chủ Cộng hòa và các nước Xã hội chủ nghĩa cùng nhiều nước thuộc Thế giới thứ Ba đã công nhận Chính phủ Cách mạng Lâm thời Cộng hòa miền Nam Việt Nam là người đại diện hợp pháp của nhân dân miền Nam. Ngay trong tháng 6 năm 1969 đã có 23 nước công nhận Chính phủ Cách mạng Lâm thời Cộng hòa miền Nam Việt Nam, trong đó có 21 nước thiết lập quan hệ ngoại giao. Tới cuối năm 1975, đã có hơn 50 nước trên thế giới (trong đó có nhiều nước tư bản chủ nghĩa) công nhận và lập quan hệ ngoại giao. Người Mỹ và chính quyền Sài Gòn không phân biệt được quyền lực của Chính phủ Cách mạng Lâm thời Cộng hòa miền Nam Việt Nam với quyền lực của Việt Nam Dân chủ Cộng hòa. Bộ trưởng Quốc phòng Trần Nam Trung, Trưởng ban Quân sự của Mặt trận cũng công khai là ủy viên Trung ương Đảng Lao động, thành viên Trung ương Cục, Thứ trưởng Bộ Quốc phòng Đồng Văn Cống công khai là thành viên Trung ương Cục Miền Nam của Trung ương Đảng Lao động Việt Nam, trong khi Nguyễn Văn Cúc (Tổng bí thư Đảng Nhân dân Cách mạng, tham gia thành lập chính phủ) tuy không công khai là ủy viên Trung ương của Đảng Lao động, nhưng công khai là đại diện Đảng Nhân dân Cách mạng trong Trung ương Cục Miền Nam của Đảng Lao động (theo báo cáo tháng 12 năm 1969 về ""Ủy ban quân sự Miền Nam"", một số thành viên của Bộ tư lệnh các lực lượng vũ trang giải phóng Miền Nam cũng công khai là thành viên Trung ương Cục). Ngày từ khi Hội nghị Paris bắt đầu với sự tham gia của 4 bên, Mỹ và Việt Nam Cộng hòa đã phải chấp nhận sự tồn tại của Chính phủ Cách mạng Lâm thời Cộng hòa miền nam Việt Nam. Ngày 27 tháng 1 năm 1973, Hiệp định Paris được ký kết. Hiệp định công nhận tại miền Nam của nước Việt Nam độc lập, thống nhất có tồn tại hai chính phủ, hai vùng kiểm soát, hai quân đội và sẽ tổng tuyển cử để thành lập chính phủ liên hiệp ba thành phần trước khi tổng tuyển cử cả nước để thống nhất về mặt nhà nước với Việt Nam Dân chủ Cộng hòa. Tuy nhiên, do chính quyền Sài Gòn có các hành động quân sự để phá hoại Hiệp định nên Chính phủ cách mạng lâm thời buộc phải tiếp tục đẩy mạnh đấu tranh vũ trang, lật đổ chính quyền Việt Nam Cộng hòa và đã giành được quyền kiểm soát miền Nam vào năm 1975.', 'is_supporting': False}]",Ai là thư ký của chủ tích của Hội đồng cố vấn Chính phủ?,'Nguyễn Hữu Thọ'
"[{'idx': 0, 'title': 'Hà Nội', 'paragraph_text': 'Theo quy hoạch giao thông Hà Nội được Thủ tướng chính phủ Nguyễn Tấn Dũng phê duyệt năm 2008, chi phí cho phần phát triển đường bộ lên tới 100.000 tỷ đồng. Ba tuyến đường vành đai, 30 tuyến đường trục chính cùng nhiều tuyến phố sẽ được xây dựng mới hoặc cải tạo lại. Bộ trưởng Bộ Giao thông Vận tải Hồ Nghĩa Dũng dự báo tới năm 2015, thành phố Hà Nội sẽ hết tình trạng ùn tắc giao thông. Cho đến cuối năm 2011, Hà Nội hiện có 7.365 km đường giao thông, trong đó 20% là trục đường chính, 7 trục hướng tâm và 3 tuyến vành đai, cũng như đang quản lý hơn 4,3 triệu phương tiện giao thông các loại, trong đó riêng xe máy chiếm gần 4 triệu. Trong 11 tháng đầu năm 2011, trên địa bàn Hà Nội đã xảy ra 533 vụ tai nạn giao thông đường bộ, đường sắt làm 531 người chết và 144 người bị thương.', 'is_supporting': False}]",Đến cuối năm 2008 thì Hà Nội đang quản lý bao nhiêu số xe máy?,'gần 4 triệu'
"[{'idx': 0, 'title': 'Ukraina', 'paragraph_text': 'Ukraina lần đầu tham dự Olympic tại Olympic Mùa đông năm 1994. Tuy nhiên, Ukraina có nhiều thành công hơn tại Olympic Mùa hè (96 huy chương cho bốn lần tham gia) so với Olympic Mùa đông (năm huy chương vàng cho bốn lần tham gia). Ukraina hiện xếp thứ 35 về số lượng huy chương vàng giành được tại tất cả các kỳ Olympic, nơi tất cả các nước xếp trên, ngoại trừ Nga, đều có số lần tham dự nhiều hơn. Bước mới của Ukraina trong thể thao thế giới là tham gia đăng cai tổ chức Olympic Mùa đông năm 2018. Chính phủ Ukraina đã đưa Bukovel - khu thể thao trượt tuyết mới nhất của Ukraina để làm nơi tổ chức năm 2018. Bên chiến thắng sẽ được thông báo năm 2011 tại cuộc họp thứ 123 của IOC tại Durban, Nam Phi.', 'is_supporting': False}]",Bước mới của thế giới trong thể thao Ukraina là gì?,'ham gia đăng cai tổ chức Olympic Mùa đông năm 2018'
"[{'idx': 0, 'title': 'Lịch sử thế giới', 'paragraph_text': 'Các đế quốc vĩ đại dựa trên khả năng khai thác quá trình sáp nhập thông qua quân sự và việc thành lập những vùng định cư được bảo vệ để trở thành những trung tâm nông nghiệp. Hòa bình mà họ mang lại thúc đẩy thương mại quốc tế, mà nổi tiếng nhất là sự phát triển của con đường tơ lụa. Họ cũng phải đối mặt với các vấn đề thông thường, như những vấn đề liên quan tới việc duy trì những đội quân đông đảo và ủng hộ một chế độ quan liêu trung tâm. Các chi phí đó đều đổ lên đầu nông dân, trong khi những lãnh chúa đất ngày càng trốn tránh quyền kiểm soát từ trung ương và cũng không chịu nộp thuế cho nhà nước. Áp lực của các bộ lạc du mục ở biên giới cũng đẩy nhanh quá trình tan rã từ bên trong. Vương triều nhà Hán rơi vào nội chiến năm 220, trong khi Đế quốc La Mã bắt đầu giảm tập trung hóa và cũng bị phân chia vào thời gian đó.', 'is_supporting': False}]",Trong khi Đế quốc La Mã đang trãi qua nội chiến thì tình hình như thế nào tại nhà Hán?,'bắt đầu giảm tập trung hóa và cũng bị phân chia'
"[{'idx': 0, 'title': 'Michael Jackson', 'paragraph_text': 'Vào năm 1980, Jackson thắng 3 giải thưởng Âm nhạc Mỹ: ""Album Soul/R&B được yêu thích nhất"" cho Off the Wall, ""Nam nghệ sĩ Soul/R&B được yêu thích nhất"" và ""Bài hát Soul/R&B được yêu thích nhất"" cho ""Don\'t Stop \'Til You Get Enough"". Ông cũng giành giải Billboard Year-End cho ""Nghệ sĩ da màu xuất sắc nhất"" và ""Album da màu xuất sắc nhất""; giải Grammy đầu tiên trong sự nghiệp cho ""Trình diễn giọng R&B nam xuất sắc nhất"" cùng ""Don\'t Stop \'Til You Get Enough"" vào năm 1979. Dù đạt thành công, Jackson lại cảm thấy Off the Wall có thể mang sức ảnh hưởng rộng rãi hơn nữa và xác định sản phẩm tiếp theo phải thành công ngoài sức tưởng tượng. Vào năm 1980, ông vẫn đảm bảo mức tiền bản quyền cao nhất trong ngành công nghiệp âm nhạc lúc bấy giờ: 37% tiền lợi nhuận album.', 'is_supporting': False}]",Michael Jackson nhận được giải Grammy nhiều lần nhờ vào thành công nào?,"'""Trình diễn giọng R&B nam xuất sắc nhất"" cùng ""Don\'t Stop \'Til You Get Enough"" vào năm 1979'"
